code,municipa,district,regday,specneed,bilingua,occupday,tot_day,s_p_c,spec_ed,lnch_pct,tchratio,percap,totsc4,totsc8,avgsalry,pctel
318,WELLFLEET,Wellfleet,6672,16473.18945,0,0,8190,5.599999905,11.10000038,22.20000076,12.60000038,14.581,721,,,0
322,WEST BOYLSTON,West Boylston,4287,7032.899902,0,0,4734,6.300000191,13.80000019,5.099999905,15.10000038,17.416,724,716,36.1534996,0
323,WEST BRIDGEWATER,West Bridgewater,4660,9398.879883,0,0,5383,8.699999809,19.60000038,4.5,13.19999981,16.214,716,706,,0
332,WEST SPRINGFIELD,West Springfield,4922,3832.22998,1779,0,4567,8.300000191,17.5,27.10000038,21.89999962,15.905,691,679,34.45449829,2.816901445
321,WESTBOROUGH,Westborough,5396,8524.389648,0,0,5886,7.199999809,13.69999981,3.400000095,16.39999962,20.922,720,722,39.98249817,1.090909123
325,WESTFIELD,Westfield,3823,6558.100098,7124,6110,4977,6.300000191,20.5,22.60000038,19.5,14.225,694,679,33.54000092,1.701323271
326,WESTFORD,Westford,4134,7087.629883,0,0,4604,7.599999905,10.39999962,2.200000048,19.10000038,21.878,734,726,38.12799835,0.304878056
327,WESTHAMPTON,Westhampton,3522,7443.160156,0,0,4214,11.30000019,16,9.5,20.39999962,17.082,706,,33.12900162,0
330,WESTON,Weston,7944,10901.29004,0,0,8623,4.599999905,15.19999981,3.099999905,15.60000038,46.855,723,743,42.41999817,0
331,WESTPORT,Westport,4242,7817.669922,0,0,4937,7,11.69999981,17.29999924,19.20000076,15.525,702,688,34.22399902,0
335,WESTWOOD,Westwood,6415,10497.24023,0,0,7521,8.699999809,19.89999962,2,13.30000019,26.241,722,718,44.49399948,0.495049506
336,WEYMOUTH,Weymouth,4439,8238.360352,0,8092,5250,8.300000191,18.20000076,14.19999981,18.20000076,18.392,707,685,36.93999863,0.198019803
340,WILLIAMSBURG,Williamsburg,4493,8250.320313,0,0,5371,10.10000038,16.70000076,15.30000019,15.30000019,18.108,698,,32.44749832,0
341,WILLIAMSTOWN,Williamstown,4558,12219.91016,0,0,5640,5.699999809,13.10000038,10.60000038,16.60000038,14.728,717,,35.50899887,1.190476179
342,WILMINGTON,Wilmington,4686,8003.47998,0,0,5412,11.89999962,14.19999981,3.099999905,17.60000038,17.275,715,696,38.94800186,0
343,WINCHENDON,Winchendon,3023,6597.850098,0,0,3868,9.100000381,22.29999924,27.10000038,15.5,13.143,696,671,31.55599976,0
344,WINCHESTER,Winchester,5631,9549.150391,0,0,6264,6.800000191,11.10000038,3.299999952,16.89999962,30.615,737,730,,0.787401557
346,WINTHROP,Winthrop,3986,8068.390137,0,0,4805,12.5,20.89999962,16.60000038,16.60000038,17.85,704,696,,2.512562752
347,WOBURN,Woburn,4945,8069.970215,0,0,5712,17.20000076,16.20000076,16.89999962,18.39999962,18.155,721,709,,0
348,WORCESTER,Worcester,4545,9719.620117,6541,2951,5727,8.300000191,17.79999924,45.70000076,16.60000038,13.393,693,664,35.6155014,3.080082178
350,WRENTHAM,Wrentham,4066,8658.55957,0,0,4751,4.300000191,11.69999981,4.599999905,19.20000076,15.856,720,,36.36650085,0
